Marital_status,Course,Status,Application_mode,Daytime_evening_attendance,Scholarship_holder
1,9991,Dropout,39,0,0
1,9500,Graduate,1,1,1
2,8014,Graduate,7,0,0
1,8014,Dropout,39,0,0
2,9147,Dropout,39,1,0
2,9853,Dropout,43,1,0
1,9238,Graduate,17,1,1
1,9238,Dropout,1,1,0
1,171,Dropout,17,1,0
1,9238,Graduate,1,1,0
1,9238,Dropout,1,1,1
1,9254,Graduate,1,1,0
1,9147,Enrolled,1,1,0
1,9773,Enrolled,1,1,0
1,9085,Graduate,1,1,0
1,9670,Enrolled,1,1,1
1,9500,Graduate,42,1,0
1,9085,Graduate,17,1,0
1,9500,Graduate,17,1,0
1,9670,Dropout,39,1,0
1,9500,Enrolled,17,1,0
1,9238,Dropout,17,1,0
1,9773,Graduate,1,1,0
1,9254,Dropout,17,1,0
1,9147,Dropout,17,1,0
1,9500,Graduate,1,1,0
1,9500,Graduate,1,1,0
1,9085,Graduate,44,1,1
1,9070,Graduate,1,1,0
1,9853,Dropout,1,1,0
1,171,Graduate,1,1,0
4,9991,Enrolled,39,0,0
1,9085,Graduate,1,1,0
1,9085,Dropout,39,1,0
1,8014,Dropout,39,0,0
1,9254,Dropout,43,1,0
1,9238,Graduate,1,1,0
1,9500,Graduate,17,1,0
1,9500,Graduate,17,1,0
1,9085,Graduate,1,1,0
1,9853,Dropout,17,1,0
1,9238,Enrolled,17,1,0
1,171,Graduate,1,1,0
1,9670,Graduate,1,1,0
1,9085,Graduate,17,1,0
1,9991,Dropout,39,0,0
1,9500,Enrolled,1,1,0
1,171,Graduate,1,1,0
1,9500,Graduate,1,1,0
1,9003,Dropout,39,1,0
1,9238,Enrolled,1,1,0
5,9500,Graduate,7,1,0
1,9991,Dropout,43,0,0
1,9500,Graduate,17,1,0
2,9991,Dropout,43,0,0
2,9853,Graduate,39,1,1
1,9991,Dropout,39,0,0
1,9500,Dropout,7,1,0
1,9238,Enrolled,1,1,0
1,9500,Graduate,1,1,0
1,8014,Graduate,39,0,0
2,9238,Dropout,1,1,0
1,9238,Dropout,1,1,0
1,9670,Dropout,17,1,1
2,9991,Dropout,1,0,0
2,9147,Dropout,43,1,0
1,9238,Graduate,1,1,1
1,9085,Graduate,39,1,0
2,9500,Enrolled,7,1,0
1,9147,Enrolled,1,1,0
1,9991,Graduate,39,0,0
1,9500,Graduate,1,1,0
1,9773,Dropout,17,1,1
1,9773,Graduate,1,1,1
1,9853,Enrolled,5,1,0
1,9147,Graduate,39,1,1
1,9254,Graduate,1,1,1
2,9991,Dropout,39,0,0
1,9085,Dropout,7,1,0
1,9853,Enrolled,18,1,0
1,9500,Graduate,17,1,1
2,9130,Dropout,39,1,0
1,9500,Graduate,1,1,1
1,9070,Enrolled,1,1,0
1,9773,Graduate,1,1,0
2,9773,Dropout,39,1,0
2,9991,Graduate,43,0,0
1,9070,Graduate,1,1,1
1,9130,Dropout,44,1,0
1,9070,Enrolled,43,1,1
1,33,Enrolled,43,1,0
1,9130,Graduate,1,1,0
4,9500,Dropout,39,1,0
1,9500,Graduate,43,1,0
1,9070,Graduate,1,1,1
1,9070,Graduate,44,1,0
1,9773,Graduate,1,1,0
1,9773,Dropout,1,1,0
1,9500,Dropout,1,1,1
1,9147,Graduate,1,1,1
1,9773,Graduate,10,1,0
